action,audit_method,core_episode_id,failure_mode,label_evidence_refs,source_episode_id,step_idx,trace_consistent
craft,deterministic_controller_trace_reconstruction,hard-32-smelt_iron_ingot--core-seed-11001,unknown,"{""controller_result"":{""action_id"":""71344de3b6d14015bb29513ae0dc5bd2:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: tool_consumed: Execution stopped because the planned stone pickaxe was consumed while clearing an underground passage. Current resource goal: None. Current inventory: {'planks': 7.0, 'cobblestone': 81.0, 'crafting table': 1.0, 'wooden pickaxe': 1.0, 'wheat seeds': 1.0, 'dirt': 2.0, 'furnace': 1.0, 'stone': 44.0, 'coal': 5.0}."",""inventory_after_hash"":""6c6b174d3c4df202c6e5dcc0704ee269dbb5c487a55e3319ae3a43fd2b285a9d"",""inventory_before_hash"":""9368a42e44630aeae54d8132e168fbdc1c5a77d611197f928bed9c621f41139e"",""missing_requirements"":[],""plan_id"":""fc1a0c2797c44e099312212d91a86922"",""reason_code"":""tool_consumed: Execution stopped because the planned stone pickaxe was consumed while clearing an underground passage. Current resource goal: None. Current inventory: {'planks': 7.0, 'cobblestone': 81.0, 'crafting table': 1.0, 'wooden pickaxe': 1.0, 'wheat seeds': 1.0, 'dirt': 2.0, 'furnace': 1.0, 'stone': 44.0, 'coal': 5.0}."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-32-smelt_iron_ingot--seed-12021,0,True
mine,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""1dd0b3aa918a4704bc8c58f6a1e8f25c:9:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared tool: wooden pickaxe."",""inventory_after_hash"":""c825c0c5cdda74a5655d254b91d9c28c2c685aa14168253ba36f1833009b1532"",""inventory_before_hash"":""c825c0c5cdda74a5655d254b91d9c28c2c685aa14168253ba36f1833009b1532"",""missing_requirements"":[""wooden pickaxe""],""plan_id"":""40afc7bbbc994b07af87afa5096c419b"",""reason_code"":""missing_declared_tool"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-13003-rerun1,48,True
craft,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11001,unknown,"{""controller_result"":{""action_id"":""efa573a0cc5f4e9abf7ca1fc6593c020:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: crafting_table_placement_failed: The crafting table remained in inventory after eight bounded placement headings; no reachable support face was observed at the current position."",""inventory_after_hash"":""518a51bef6f53466dd25d1bc7ddbd38640214f716c6d0bcd82a425ab9c1f325a"",""inventory_before_hash"":""0fed5e10da81ebac244219df2a1f300b7234c40b2dc460fb0c0a3b00c5b5cd47"",""missing_requirements"":[],""plan_id"":""4d3e66f1a1644745b80ed5b57cddcc27"",""reason_code"":""crafting_table_placement_failed: The crafting table remained in inventory after eight bounded placement headings; no reachable support face was observed at the current position."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-11006,0,True
craft,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11001,knowledge_gap,"{""controller_result"":{""action_id"":""24dfb97714c94354801bf1ffe5a6e22f:0:0"",""action_type"":""smelt"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared craft materials: coal."",""inventory_after_hash"":""94c00704d343df36dfbfdb63473092bb3864cbfb2a13ba574cf2e7da2dab3574"",""inventory_before_hash"":""94c00704d343df36dfbfdb63473092bb3864cbfb2a13ba574cf2e7da2dab3574"",""missing_requirements"":[""coal""],""plan_id"":""d27d2b04c40d4815a584e5e7901bbc90"",""reason_code"":""missing_declared_materials"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12011,31,True
craft,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11001,unknown,"{""controller_result"":{""action_id"":""a151df37482945789ec0dc63ac6c7adf:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: player_respawned: Execution observed an abrupt underground-to-spawn transition during tunnel-clearance observation, from [202.59742736816406, 3.0, 252.4405059814453] to [189.5, 73.0, 246.5], with current inventory {}. The player appears to have died and respawned."",""inventory_after_hash"":""30a648d48372a4ef46156f44634246ceb06bedb5df8fa04d275d2f0a0f0b972c"",""inventory_before_hash"":""b96a5c5b98df58b6b23d0fb41341bfca8c8931c2b5824d2286a38b71c0110309"",""missing_requirements"":[],""plan_id"":""1b5e258b349a4c7fa4e083338fb201ff"",""reason_code"":""player_respawned: Execution observed an abrupt underground-to-spawn transition during tunnel-clearance observation, from [202.59742736816406, 3.0, 252.4405059814453] to [189.5, 73.0, 246.5], with current inventory {}. The player appears to have died and respawned."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12011,4,True
mine,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11001,environment_mismatch,"{""controller_result"":{""action_id"":""78080322d99a4b9d81a7604f06df41ae:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared mine action failed: declared_mine_no_observed_yield"",""inventory_after_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""inventory_before_hash"":""3cb9add3ab19941e9e69b6a4b853688e1ff70fa2b9f336c5f4aa31d881c73590"",""missing_requirements"":[],""plan_id"":""5f5f71f052fb453dacdeab31694a2b44"",""reason_code"":""declared_mine_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12011,25,True
mine,deterministic_controller_trace_reconstruction,hard-32-smelt_iron_ingot--core-seed-11002,environment_mismatch,"{""controller_result"":{""action_id"":""d2d3715c17aa4eae812f3fc76a88c254:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared mine action failed: declared_mine_no_observed_yield"",""inventory_after_hash"":""e0c0ee9d8b45f49a039a406ce1186266ddee1d47f7fa018ae39d1d74b47cf01d"",""inventory_before_hash"":""e0c0ee9d8b45f49a039a406ce1186266ddee1d47f7fa018ae39d1d74b47cf01d"",""missing_requirements"":[],""plan_id"":""7c1d440501ff4a8ba6d024997a9cffae"",""reason_code"":""declared_mine_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-32-smelt_iron_ingot--seed-12022,4,True
craft,deterministic_controller_trace_reconstruction,complex-43-craft_dropper--core-seed-11001,unknown,"{""controller_result"":{""action_id"":""9f1e986800c045afac72f8e9187cff7d:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: tool_consumed: Execution stopped because the planned stone pickaxe was consumed while clearing an underground passage. Current resource goal: None. Current inventory: {'planks': 5.0, 'furnace': 1.0, 'wooden pickaxe': 1.0, 'dirt': 5.0, 'cobblestone': 102.0, 'stone': 31.0, 'stick': 4.0, 'crafting table': 1.0, 'gravel': 3.0, 'flint': 1.0, 'coal': 8.0}."",""inventory_after_hash"":""f1e6512e56574b73d121739d863d27c653d7f4a1981dd48d2601872e53492c56"",""inventory_before_hash"":""011b00e85f657b9b529978bbc7bd362fb40fa15ef85b2c4c52a7f4aa246cc4ea"",""missing_requirements"":[],""plan_id"":""70153e48fc9646eb88b6cda28da74869"",""reason_code"":""tool_consumed: Execution stopped because the planned stone pickaxe was consumed while clearing an underground passage. Current resource goal: None. Current inventory: {'planks': 5.0, 'furnace': 1.0, 'wooden pickaxe': 1.0, 'dirt': 5.0, 'cobblestone': 102.0, 'stone': 31.0, 'stick': 4.0, 'crafting table': 1.0, 'gravel': 3.0, 'flint': 1.0, 'coal': 8.0}."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-43-craft_dropper--seed-12005,0,True
craft,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11001,environment_mismatch,"{""controller_result"":{""action_id"":""7f56f87161e74a7ba9ef109cf93ef55d:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: declared_craft_no_observed_yield"",""inventory_after_hash"":""0fed5e10da81ebac244219df2a1f300b7234c40b2dc460fb0c0a3b00c5b5cd47"",""inventory_before_hash"":""0fed5e10da81ebac244219df2a1f300b7234c40b2dc460fb0c0a3b00c5b5cd47"",""missing_requirements"":[],""plan_id"":""a2a6cc7cb2d3484282ea5c69586f956e"",""reason_code"":""declared_craft_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-11006,0,True
mine,deterministic_controller_trace_reconstruction,hard-32-smelt_iron_ingot--core-seed-11001,environment_mismatch,"{""controller_result"":{""action_id"":""dee103588fd848fe912ab2e917370a2c:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared mine action failed: declared_mine_no_observed_yield"",""inventory_after_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""inventory_before_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""missing_requirements"":[],""plan_id"":""b9008f8774fa4e1d993f279c4c5b8ec9"",""reason_code"":""declared_mine_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-32-smelt_iron_ingot--seed-12021,2,True
craft,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11001,unknown,"{""controller_result"":{""action_id"":""352f01585f3149f89d50650650030802:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: player_respawned: Execution observed an abrupt underground-to-spawn transition during tunnel-clearance observation, from [195.6999969482422, 15.0, 244.3000030517578] to [189.5, 75.0, 247.5], with current inventory {'stone pickaxe': 1.0, 'sapling': 1.0, 'planks': 1.0, 'stick': 4.0, 'wooden pickaxe': 1.0, 'dirt': 4.0, 'stone': 7.0, 'cobblestone': 26.0, 'furnace': 1.0, 'crafting table': 1.0, 'coal': 2.0}. The player appears to have died and respawned."",""inventory_after_hash"":""b9bf6cfe360d2ef927a5002bb2b42edaf255ec27e2f6c7f3414db6ce7022f482"",""inventory_before_hash"":""c5b92bace24ef246202b0bf59d6eacd3c52575e696243eb9c1fa306d75f6ccfc"",""missing_requirements"":[],""plan_id"":""0dde2de03cc24a94855b1e00184fb65f"",""reason_code"":""player_respawned: Execution observed an abrupt underground-to-spawn transition during tunnel-clearance observation, from [195.6999969482422, 15.0, 244.3000030517578] to [189.5, 75.0, 247.5], with current inventory {'stone pickaxe': 1.0, 'sapling': 1.0, 'planks': 1.0, 'stick': 4.0, 'wooden pickaxe': 1.0, 'dirt': 4.0, 'stone': 7.0, 'cobblestone': 26.0, 'furnace': 1.0, 'crafting table': 1.0, 'coal': 2.0}. The player appears to have died and respawned."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12011,4,True
craft,deterministic_controller_trace_reconstruction,hard-32-smelt_iron_ingot--core-seed-11001,knowledge_gap,"{""controller_result"":{""action_id"":""81b05b42458648baa3170fa13db2e99d:0:0"",""action_type"":""smelt"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared craft materials: iron ore."",""inventory_after_hash"":""518d6fb23969816d5cd9a00d9bb1a1f69230a5b5723ea9e6cf2c3ef463191b8c"",""inventory_before_hash"":""518d6fb23969816d5cd9a00d9bb1a1f69230a5b5723ea9e6cf2c3ef463191b8c"",""missing_requirements"":[""iron ore""],""plan_id"":""7cdd0ea1e43142648cd1856dd284cf6f"",""reason_code"":""missing_declared_materials"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-32-smelt_iron_ingot--seed-12021,26,True
craft,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11001,environment_mismatch,"{""controller_result"":{""action_id"":""055766b086e04e89b71892fbb10b957f:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: declared_craft_no_observed_yield"",""inventory_after_hash"":""0fed5e10da81ebac244219df2a1f300b7234c40b2dc460fb0c0a3b00c5b5cd47"",""inventory_before_hash"":""0fed5e10da81ebac244219df2a1f300b7234c40b2dc460fb0c0a3b00c5b5cd47"",""missing_requirements"":[],""plan_id"":""16eab7597f5b49b38ccfa0ebc3b9a680"",""reason_code"":""declared_craft_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-11006,0,True
move_to,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11002,environment_mismatch,"{""controller_result"":{""action_id"":""834ae20eeb4247e3a5937434033ba0b4:2:0"",""action_type"":""move_to"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared move_to action failed: declared_target_unreachable"",""inventory_after_hash"":""1123522c9a2e71e3f1bcfae9f80c270dfce88789366ae4c7b0b63cf25b2cfb45"",""inventory_before_hash"":""23445ed8d006e4231b357cff386f82aed7f0d4e237dc7e70406e7509f4635a3b"",""missing_requirements"":[],""plan_id"":""28494e4248c54e74b35e08c2aad66db2"",""reason_code"":""declared_target_unreachable"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12019,5,True
mine,deterministic_controller_trace_reconstruction,complex-43-craft_dropper--core-seed-11001,environment_mismatch,"{""controller_result"":{""action_id"":""c2c01d20877346bdb7e006f2cfc84a3e:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared mine action failed: declared_mine_no_observed_yield"",""inventory_after_hash"":""62bc0416786d757cd5d5363a767e90960685a9bc8ac69c6fdff1b7d9c538b7f6"",""inventory_before_hash"":""62bc0416786d757cd5d5363a767e90960685a9bc8ac69c6fdff1b7d9c538b7f6"",""missing_requirements"":[],""plan_id"":""29a824d779ac4f88a18646338fd12800"",""reason_code"":""declared_mine_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-43-craft_dropper--seed-12005,5,True
mine,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11002,environment_mismatch,"{""controller_result"":{""action_id"":""6e820727d5de449b8995222629c42f01:1:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared mine action failed: declared_mine_no_observed_yield"",""inventory_after_hash"":""520ff421d29c3722253b6b958d396850ba473719454c5e6f48ff18373d9ec2fc"",""inventory_before_hash"":""520ff421d29c3722253b6b958d396850ba473719454c5e6f48ff18373d9ec2fc"",""missing_requirements"":[],""plan_id"":""b66c9a8b036c4aeb942ec13c96085959"",""reason_code"":""declared_mine_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-13003-rerun1,9,True
craft,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11002,environment_mismatch,"{""controller_result"":{""action_id"":""b92893167051420caf793294f1ef72f4:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: declared_craft_no_observed_yield"",""inventory_after_hash"":""444a258c1c38087dd1324ec16b350d31d1e89aa6da8c4b7f2a801b00d435c113"",""inventory_before_hash"":""920f212add11d31654770b42338e62ce787dea8914a272c0d460c18445627b88"",""missing_requirements"":[],""plan_id"":""76e3e98be4c34d7db79fd943f098fb6b"",""reason_code"":""declared_craft_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-13003-rerun1,35,True
mine,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11001,knowledge_gap,"{""controller_result"":{""action_id"":""132ab11ce38546858c4275249cbe6a85:1:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared tool: stone pickaxe."",""inventory_after_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""inventory_before_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""missing_requirements"":[""stone pickaxe""],""plan_id"":""08a26258a0a744c6bf30c9160428dbd8"",""reason_code"":""missing_declared_tool"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12011,20,True
craft,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11001,environment_mismatch,"{""controller_result"":{""action_id"":""4f84821b427e4fbdbfd0807434ac64a7:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: declared_craft_no_observed_yield"",""inventory_after_hash"":""0fed5e10da81ebac244219df2a1f300b7234c40b2dc460fb0c0a3b00c5b5cd47"",""inventory_before_hash"":""5a1f2483e9277252958f2da2a47b9a7c8cd34cdb4c89b50474319ffbabf25943"",""missing_requirements"":[],""plan_id"":""3e248070b7974e24bf0e623d8e119cb0"",""reason_code"":""declared_craft_no_observed_yield"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-11006,24,True
mine,deterministic_controller_trace_reconstruction,complex-43-craft_dropper--core-seed-11001,knowledge_gap,"{""controller_result"":{""action_id"":""1e166554008041bfb042cd6bbec861bc:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared tool: stone pickaxe."",""inventory_after_hash"":""e84c2a76755bcd996b09077ab6eb873bbd71178605ab8bf3ad9c691dd8e341bb"",""inventory_before_hash"":""e84c2a76755bcd996b09077ab6eb873bbd71178605ab8bf3ad9c691dd8e341bb"",""missing_requirements"":[""stone pickaxe""],""plan_id"":""247d67301b04400ebebdd4bd2c5d16fd"",""reason_code"":""missing_declared_tool"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-43-craft_dropper--seed-12005,6,True
craft,deterministic_controller_trace_reconstruction,complex-43-craft_dropper--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""ce3b02483aa545ad877fbd755fe5c39a:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared craft materials: stick."",""inventory_after_hash"":""0c68e91cc7e0f49ac762099e0b6f9995f94e230f9dc899620d197dc6d0528685"",""inventory_before_hash"":""0c68e91cc7e0f49ac762099e0b6f9995f94e230f9dc899620d197dc6d0528685"",""missing_requirements"":[""stick""],""plan_id"":""a6df4aca95c54e9e91f1962a9ee3635e"",""reason_code"":""missing_declared_materials"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-43-craft_dropper--seed-12009,6,True
mine,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""fc25513096cc4efbaa724cf3fe41b5a2:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared tool: wooden pickaxe."",""inventory_after_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""inventory_before_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""missing_requirements"":[""wooden pickaxe""],""plan_id"":""87480f08fafc48eb9a2bd65c6f2390d1"",""reason_code"":""missing_declared_tool"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12019,14,True
dig_up,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""38e4d99fa2ef43a981ce8627ebcef8d6:0:0"",""action_type"":""dig_up"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared dig_up action failed: missing_declared_y_level"",""inventory_after_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""inventory_before_hash"":""44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a"",""missing_requirements"":[],""plan_id"":""b8ef6c10cd5249d3b826a9a89d07bafd"",""reason_code"":""missing_declared_y_level"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-13003-rerun1,0,True
craft,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""d1c9a17b252e404ca539411f348f8060:0:0"",""action_type"":""smelt"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared craft materials: iron ore."",""inventory_after_hash"":""7871f4f428c4af731373161630c7420763e4f1e42d7658d9c412c3ad431684a0"",""inventory_before_hash"":""7871f4f428c4af731373161630c7420763e4f1e42d7658d9c412c3ad431684a0"",""missing_requirements"":[""iron ore""],""plan_id"":""23a5188cc44842ecbd34df32c4809332"",""reason_code"":""missing_declared_materials"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12019,0,True
craft,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11002,unknown,"{""controller_result"":{""action_id"":""5705ac2b65c04aae97cae1caaf7d6722:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: player_respawned: Execution observed the complete underground inventory disappear during tunnel clearance. Before: {'dirt': 3.0}; after: {}; last observed position: [110.5, 66.0, 228.5]. MineDojo can publish inventory loss one observation before the respawn coordinate, so the player appears to have died and respawned."",""inventory_after_hash"":""728cff9b833a8976774427caf2290b8019b1ed529990e309c6c5227aa3cb5b0a"",""inventory_before_hash"":""1123522c9a2e71e3f1bcfae9f80c270dfce88789366ae4c7b0b63cf25b2cfb45"",""missing_requirements"":[],""plan_id"":""ca5e9c85910b4d67a57fa05856ce982b"",""reason_code"":""player_respawned: Execution observed the complete underground inventory disappear during tunnel clearance. Before: {'dirt': 3.0}; after: {}; last observed position: [110.5, 66.0, 228.5]. MineDojo can publish inventory loss one observation before the respawn coordinate, so the player appears to have died and respawned."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12019,0,True
mine,deterministic_controller_trace_reconstruction,complex-43-craft_dropper--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""db0e996bed7c4b868f5ccbece1cd9c78:2:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared tool: stone pickaxe."",""inventory_after_hash"":""500d4f200eb87562855531c5761783452718fa058e4157e9a0278277f12dab40"",""inventory_before_hash"":""500d4f200eb87562855531c5761783452718fa058e4157e9a0278277f12dab40"",""missing_requirements"":[""stone pickaxe""],""plan_id"":""3a6778482e3b41158410703fbca13181"",""reason_code"":""missing_declared_tool"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-43-craft_dropper--seed-12009,27,True
craft,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11002,unknown,"{""controller_result"":{""action_id"":""40b2165e09944a18a5c7aee0c304ddde:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: tool_consumed: Execution stopped because the planned stone pickaxe was consumed while clearing an underground passage. Current resource goal: None. Current inventory: {'planks': 1.0, 'stick': 4.0, 'wooden pickaxe': 1.0, 'dirt': 3.0, 'cobblestone': 86.0, 'furnace': 1.0, 'crafting table': 1.0, 'stone': 36.0, 'iron ore': 3.0, 'coal': 3.0}."",""inventory_after_hash"":""7871f4f428c4af731373161630c7420763e4f1e42d7658d9c412c3ad431684a0"",""inventory_before_hash"":""b57de04f721e7b11e02ec18b7ddae9ae0f2e3265a7aac1c64e0f17eb9de28d55"",""missing_requirements"":[],""plan_id"":""dd5efd814bd04bd8a5234b68768b7f99"",""reason_code"":""tool_consumed: Execution stopped because the planned stone pickaxe was consumed while clearing an underground passage. Current resource goal: None. Current inventory: {'planks': 1.0, 'stick': 4.0, 'wooden pickaxe': 1.0, 'dirt': 3.0, 'cobblestone': 86.0, 'furnace': 1.0, 'crafting table': 1.0, 'stone': 36.0, 'iron ore': 3.0, 'coal': 3.0}."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12019,0,True
craft,deterministic_controller_trace_reconstruction,hard-32-smelt_iron_ingot--core-seed-11002,unknown,"{""controller_result"":{""action_id"":""c909dd8b48cb43aa8c0da069f1845bab:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: crafting_table_recovery_failed: The crafting table used for the completed recipe could not be confirmed back in inventory after bounded break-and-pickup recovery."",""inventory_after_hash"":""6d49ccd7acb29014ab15aa589d8d8612d9308b356187f315a7ef51e8b8a1c675"",""inventory_before_hash"":""e4e1b5579771f8a60e9020d1a42a136c75accc240c0473183f7c76c81b07e3ce"",""missing_requirements"":[],""plan_id"":""4b4ac49b80ca426ba45aa30d81e932b1"",""reason_code"":""crafting_table_recovery_failed: The crafting table used for the completed recipe could not be confirmed back in inventory after bounded break-and-pickup recovery."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-32-smelt_iron_ingot--seed-12022,17,True
mine,deterministic_controller_trace_reconstruction,hard-35-craft_iron_pickaxe--core-seed-11002,knowledge_gap,"{""controller_result"":{""action_id"":""4db4606faac04fcab393a5d6374334f5:0:2"",""action_type"":""mine"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Missing declared tool: stone pickaxe."",""inventory_after_hash"":""b57de04f721e7b11e02ec18b7ddae9ae0f2e3265a7aac1c64e0f17eb9de28d55"",""inventory_before_hash"":""b57de04f721e7b11e02ec18b7ddae9ae0f2e3265a7aac1c64e0f17eb9de28d55"",""missing_requirements"":[""stone pickaxe""],""plan_id"":""3d5ee7a30c8c4809801bd19c07dce59f"",""reason_code"":""missing_declared_tool"",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",hard-35-craft_iron_pickaxe--seed-12019,32,True
craft,deterministic_controller_trace_reconstruction,complex-41-obtain_diamond--core-seed-11001,unknown,"{""controller_result"":{""action_id"":""a2f6ee695c464b528204953848ef35e1:0:0"",""action_type"":""craft"",""environment_state_ref"":""legacy_memory.inventory"",""feedback"":""Declared craft action failed: crafting_table_placement_failed: The crafting table remained in inventory after eight bounded placement headings; no reachable support face was observed at the current position."",""inventory_after_hash"":""cf5afc2a7e3b8cd421912b0e76f18ac7b37b01c4a78feb5bdba2f2e2fc5f47e0"",""inventory_before_hash"":""77b33a6091d46a5cea26bc38c557905136c798c7f329a5b14292256dd006d596"",""missing_requirements"":[],""plan_id"":""85b2f33c1948406ea161bb062e70c033"",""reason_code"":""crafting_table_placement_failed: The crafting table remained in inventory after eight bounded placement headings; no reachable support face was observed at the current position."",""success"":false,""suggestion"":""Re-plan explicitly from the observed environment state.""}}",complex-41-obtain_diamond--seed-11006,6,True
